mean_distance,local_coherence,convergence_ratio,path_length,effective_dims,cluster_dispersion,max_distance,semantic_velocity,trajectory_curvature,topic_switching_rate,global_coherence,revisit_score,semantic_spread,file_id,question_id,n_turns
0.46014831435433695,0.628564626415146,-0.34404370674795354,10.771625833960762,20,1.4856003650635348,0.9493337703260151,0.37143537358485385,2.0020113212888653,0.2413793103448276,0.745110704699862,0.7254072163548697,0.13055117217675627,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,education_inequality,30
0.37385510733762034,0.7004717463818468,-0.012604418385208533,8.686319354926443,21,1.212198177021866,0.5956081349657597,0.2995282536181532,2.0089689632227277,0.3793103448275862,0.7991287312407919,0.7139436314179493,0.04883518091337318,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,employee_attrition,30
0.42676306643082446,0.6681307828494089,-0.09885999284281013,9.624207297367143,21,1.2401493817241256,0.7187058588061577,0.33186921715059114,2.016365413959833,0.20689655172413793,0.7664609372896591,0.6967399524597552,0.05442589396866183,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,plastic_waste,30
0.3983398530119831,0.6685109269699926,-0.21085643971305898,9.61318311787021,21,1.3451367930771703,0.928105907788011,0.33148907303000724,2.013114093994676,0.7586206896551724,0.784179916603835,0.8002356886949108,0.11062652901391633,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,singing_shower,30
0.4043995429696907,0.6558498625724262,0.019099999148517035,9.980353985399644,19,1.6102837960498628,0.8905346572991596,0.34415013742757394,2.0347331719072073,0.27586206896551724,0.7804360584070084,0.9999965060719792,0.13317879420291148,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,sorry_pandemic,30
0.4469302792199371,0.7011791842400088,-0.19643624781900276,8.66580365703975,21,1.3834879383354983,0.6666096599768687,0.29882081575999137,1.969056534561988,0.1724137931034483,0.7536361164355285,0.676720069810189,0.05486607498206155,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None,supply_chain,30
0.4367682707765768,0.6589100183081045,-0.016735989707099438,9.891609469064969,21,1.336259274834352,0.9547927093607074,0.34108998169189547,2.01294634931709,0.13793103448275862,0.7601254304228665,0.6561623522470198,0.10216507817252275,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None_v1,education_inequality,30
0.3600538589311717,0.6875908616716221,0.04928773859518149,9.059865011522957,21,1.1994861448181813,0.6004879324922612,0.31240913832837786,2.0031417921009753,0.9655172413793104,0.8074329297684465,0.7837503323044342,0.04944535307674936,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None_v1,employee_attrition,30
0.5041198480525881,0.5909621673442077,-0.2004570214073027,11.862097147017977,19,1.4069203198428615,0.9820694327261088,0.4090378326557923,1.9963658326160814,0.6896551724137931,0.7160196550515603,0.7219455347735572,0.12359876002402759,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None_v1,plastic_waste,30
0.3507892988895709,0.6996170641817523,0.02075711925545312,8.711105138729188,21,1.227056520774625,0.6131515342294009,0.3003829358182479,2.019509593981521,0.5517241379310345,0.8129598251735414,0.7797102609196538,0.05497553727433374,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None_v1,singing_shower,30
0.39271309785074704,0.6576998064059429,-0.2196372891942181,9.926705614227657,21,1.2178967153958753,0.9244227684562176,0.34230019359405717,2.0379494035951375,0.41379310344827586,0.7876403609352318,0.7432756847850478,0.10893243771056281,deepseek-R1_gemini-2.5-pro_o3_1_3_different_direct_discussion_Direct_all_at_once_fixed_pool_0_30_None_v1,sorry_pandemic,30
